10,142,35718,12
10,145,36012,12
10,25,10879,7
10,26,10842,7
11,153,39508,15
11,153,39802,15
11,154,39564,15
11,28,7677,7
11,152,38980,15
11,152,38517,15
11,153,40099,15
11,154,38960,15
11,154,40844,15
11,152,39749,15
11,28,7641,7
11,29,9053,7
11,29,6547,7
11,28,6583,7
11,152,39248,15
11,28,7839,7
11,28,9019,7
11,28,5741,7
11,154,38966,15
11,28,10948,7
11,153,39803,15
11,28,10317,7
11,28,10851,7
11,28,9987,7
11,154,40593,15
11,28,8962,7
11,28,9919,7
11,28,7284,7
11,28,10315,7
11,29,7821,7
11,153,39307,15
11,29,10992,7
11,154,40088,15
11,152,39374,15
11,153,40492,15
11,153,39168,15
11,154,40868,15
12,34,15290,8
12,30,11307,19
12,30,12603,19
12,34,13707,8
12,30,12485,19
12,30,11523,19
12,34,13726,8
12,30,12323,19
12,34,13842,8
12,34,14199,8
12,30,12150,19
12,34,14272,8
12,30,11937,19
12,34,13636,8
12,30,11497,19
12,34,14130,8
13,31,12233,19
13,31,13136,19
13,31,12345,19
13,31,12101,19
13,31,12657,19
14,32,11565,19
14,95,29555,23
14,95,30910,23
14,96,29268,23
14,95,30401,23
14,96,31774,23
14,94,30266,23
14,95,27696,23
14,32,12188,19
14,96,27900,23
14,96,28798,23
14,94,30158,23
14,96,31716,23
14,95,30474,23
14,95,32034,23
14,96,29070,23
14,32,11460,19
14,32,11310,19
14,96,31322,23
14,95,31543,23
14,32,13204,19
14,32,11088,19
14,96,29597,23
14,95,31331,23
14,95,28405,23
14,32,13537,19
14,94,29249,23
15,33,11451,19
15,42,16967,9
15,33,11971,19
15,33,11649,19
15,33,11441,19
15,33,12300,19
15,33,12045,19
15,33,12946,19
15,41,16853,9
15,43,16740,9
15,41,16759,9
15,33,12695,19
15,41,16698,9
16,135,35096,12
16,136,35040,12
16,137,35090,12
16,134,33822,12
16,35,14977,8
16,138,33925,12
16,139,33749,12
16,135,33635,12
16,136,33731,12
16,137,34191,12
16,136,33978,12
16,136,35098,12
16,136,34529,12
16,137,34896,12
16,134,33393,12
16,135,33797,12
16,138,34610,12
16,35,16100,8
16,137,34513,12
16,138,34254,12
16,137,34065,12
16,134,33381,12
16,139,34529,12
16,35,16441,8
16,35,14999,8
16,135,33701,12
16,138,34166,12
16,135,33436,12
16,35,16335,8
16,139,34245,12
16,137,34353,12
16,35,16454,8
16,138,34646,12
16,135,33530,12
16,139,34912,12
17,36,15984,8
17,36,16389,8
17,36,16265,8
17,36,16049,8
17,36,14740,8
17,36,16551,8
17,36,15715,8
18,37,16645,9
20,44,19113,21
20,45,18533,21
20,44,17662,21
20,44,18501,21
20,44,18955,21
20,45,19047,21
20,44,17880,21
20,45,18198,21
20,46,18806,21
20,44,18677,21
20,44,17481,21
20,45,17972,21
20,46,18747,21
20,45,17653,21
20,45,18843,21
20,44,17155,21
20,44,17134,21
20,45,18567,21
20,44,18451,21
20,44,18300,21
20,46,17299,21
20,44,17866,21
20,44,19086,21
20,46,17861,21
20,46,18799,21
21,48,19623,21
21,49,19042,21
21,60,21356,22
21,51,19715,21
21,60,21680,22
21,49,20003,21
21,50,19617,21
21,51,19442,21
21,48,20149,21
21,50,19703,21
21,22,18422,21
21,48,18261,21
21,47,18145,21
21,48,18262,21
21,22,19770,21
21,48,17696,21
21,48,17254,21
21,50,18008,21
21,47,19211,21
21,50,20424,21
21,22,19292,21
21,51,20003,21
21,49,20335,21
21,22,17449,21
21,60,21803,22
21,48,21831,22
21,48,22506,22
21,49,17712,21
21,49,18745,21
21,48,21909,22
21,50,19353,21
21,51,19447,21
21,60,21311,22
21,51,17252,21
21,50,18745,21
21,51,17799,21
21,60,22408,22
21,60,22281,22
21,60,22781,22
21,50,20159,21
21,49,20149,21
21,47,19569,21
21,48,19465,21
21,22,18885,21
21,51,19170,21
21,22,20377,21
21,48,20037,21
21,60,22924,22
21,48,21381,22
21,47,19373,21
21,22,18976,21
21,48,21283,22
21,50,18961,21
21,22,19696,21
21,48,17358,21
21,48,22490,22
21,48,19206,21
21,60,22769,22
21,50,19284,21
22,129,32782,0
22,112,32463,0
22,125,33184,0
22,55,20531,21
22,128,32495,0
22,55,32776,0
22,127,32219,0
22,130,32280,0
22,54,20779,21
22,118,33075,0
22,116,32632,0
22,117,32886,0
22,130,33032,0
22,130,32640,0
22,118,32545,0
22,107,32536,0
22,54,17708,21
22,119,33157,0
22,132,32899,0
22,115,32331,0
22,55,20519,21
22,54,32933,0
22,55,19909,21
22,54,17793,21
22,55,20806,21
22,124,32385,0
22,133,32581,0
22,52,17913,21
22,133,32893,0
22,54,20485,21
22,52,32978,0
22,119,32991,0
22,119,32423,0
22,109,33007,0
22,107,32530,0
22,131,32914,0
22,53,32789,0
22,120,32574,0
22,113,32333,0
22,132,32936,0
22,54,19509,21
22,121,32620,0
22,53,19736,21
22,133,32206,0
22,118,32475,0
22,113,32628,0
22,55,33047,0
22,110,33073,0
22,54,20672,21
22,55,20759,21
22,123,32479,0
22,128,32635,0
22,54,19641,21
22,52,19302,21
22,54,20402,21
22,124,32787,0
22,110,32640,0
22,127,32721,0
22,52,19927,21
22,52,19431,21
22,52,20763,21
22,54,20780,21
22,53,17494,21
23,57,20789,21
23,56,18332,21
23,57,19118,21
23,56,20513,21
23,56,19282,21
23,57,19079,21
23,57,19842,21
23,56,20689,21
23,57,20121,21
23,56,17426,21
23,56,17196,21
24,58,19717,21
24,58,19409,21
24,58,20031,21
24,58,20189,21
24,58,20429,21
24,58,19439,21
24,58,20361,21
25,59,18689,21
26,63,23953,22
26,67,23470,22
26,66,24066,22
26,65,22355,22
26,63,23492,22
26,66,22726,22
26,61,23683,22
26,61,23726,22
26,66,23183,22
26,67,23348,22
26,63,23692,22
26,61,23163,22
26,64,24135,22
26,62,23547,22
26,65,22428,22
26,61,21580,22
26,65,23927,22
26,67,23460,22
26,62,22238,22
26,66,24187,22
26,66,23604,22
26,63,23333,22
26,66,23369,22
26,66,23099,22
26,62,23723,22
26,63,23634,22
26,67,23408,22
26,61,21724,22
26,63,23667,22
26,64,23658,22
26,63,23914,22
26,62,23245,22
26,64,22428,22
26,63,23930,22
26,66,21304,22
26,65,24211,22
26,64,21784,22
26,62,23956,22
26,62,21284,22
26,61,22814,22
27,71,23298,22
27,71,22028,22
27,71,22651,22
27,71,22769,22
27,71,25246,22
27,71,24603,22
27,71,21922,22
27,71,25239,22
27,71,21329,22
27,71,25163,22
27,71,23598,22
28,73,24151,22
28,72,22725,22
28,72,23931,22
28,72,23858,22
28,72,24577,22
28,72,21405,22
28,73,25347,22
28,73,24383,22
28,72,22604,22
28,73,24264,22
28,72,21896,22
28,72,23856,22
28,73,21542,22
29,75,24697,22
29,74,23569,22
29,74,22422,22
29,75,24685,22
29,75,25367,22
29,75,25437,22
29,74,24772,22
30,78,24886,22
30,76,21950,22
30,77,24620,22
30,77,22228,22
30,78,24375,22
30,76,24957,22
30,78,23247,22
30,77,25073,22
30,76,23445,22
30,78,24051,22
30,78,21421,22
30,76,23497,22
30,78,22464,22
30,76,23079,22
30,77,21676,22
30,78,22025,22
31,79,27130,11
31,80,25922,11
31,79,27432,11
31,80,27083,11
31,79,27268,11
31,80,25913,11
31,79,25841,11
31,79,25801,11
31,80,27095,11
31,79,27543,11
31,79,26141,11
31,79,25474,11
31,80,26141,11
32,81,27623,11
32,84,26170,11
32,81,26706,11
32,82,26092,11
32,83,26865,11
32,81,27387,11
32,81,25478,11
32,83,27211,11
32,82,27141,11
32,81,26893,11
32,83,25859,11
32,81,25910,11
32,82,26534,11
32,81,26426,11
32,84,25483,11
32,82,26523,11
32,84,25567,11
32,83,26550,11
33,85,26346,11
33,85,34410,12
33,85,34913,12
33,85,35675,12
33,85,25878,11
33,85,35523,12
33,85,27284,11
33,85,26885,11
33,85,25917,11
34,86,28123,23
34,86,28316,23
34,87,29390,23
34,87,29108,23
34,86,29032,23
34,87,28115,23
34,86,27940,23
34,86,29237,23
34,87,28225,23
34,86,28828,23
34,87,28865,23
34,87,28622,23
34,87,28385,23
35,89,28264,23
35,90,29841,23
35,92,30449,23
35,91,30610,23
35,90,28704,23
35,88,30044,23
35,90,29612,23
35,90,29325,23
35,89,30243,23
35,89,30654,23
35,92,27826,23
35,92,29665,23
35,89,29459,23
35,91,30481,23
35,90,30284,23
35,90,30410,23
35,91,30440,23
35,91,30733,23
35,92,30310,23
35,91,29762,23
35,88,30054,23
35,88,29287,23
35,91,29864,23
35,92,30499,23
35,91,28767,23
35,91,29275,23
35,88,28317,23
36,93,31509,23
36,93,28873,23
36,93,27694,23
36,93,29566,23
37,98,31485,23
37,101,31316,23
37,100,29418,23
37,97,28299,23
37,99,29682,23
37,98,31762,23
37,97,29431,23
37,101,29431,23
37,100,30082,23
37,100,29335,23
37,99,32074,23
37,101,29825,23
37,98,31727,23
37,100,30273,23
37,100,31399,23
37,99,31968,23
37,97,28912,23
37,97,29750,23
37,99,32160,23
37,98,31302,23
37,99,31846,23
37,97,30549,23
37,101,28131,23
37,97,28053,23
37,97,31163,23
37,97,27988,23
37,101,29267,23
37,101,32038,23
37,101,31681,23
37,97,28713,23
37,100,30940,23
37,97,30184,23
37,98,32012,23
37,100,31407,23
37,99,31334,23
37,99,31928,23
37,100,28803,23
37,101,29659,23
38,102,30962,23
38,102,28085,23
38,102,28423,23
39,106,32078,23
39,104,32155,23
39,106,31512,23
39,106,30236,23
39,106,31187,23
39,104,30110,23
39,104,28189,23
39,106,30965,23
39,105,28806,23
39,106,31951,23
39,103,31867,23
39,104,29915,23
39,106,28050,23
39,103,32120,23
39,105,31512,23
39,104,31857,23
39,104,31984,23
39,104,31204,23
39,103,29761,23
39,106,30750,23
39,105,31470,23
39,106,29908,23
40,179,47994,17
40,176,50886,17
40,180,50441,17
40,146,36202,13
40,176,50884,17
40,176,49286,17
40,181,50846,17
40,147,37387,13
40,147,36335,13
40,181,47657,17
40,178,49556,17
40,146,36994,13
40,147,37705,13
40,181,48153,17
40,181,49788,17
40,178,49393,17
40,146,36928,13
40,177,47596,17
40,181,50413,17
40,147,37051,13
40,177,50183,17
40,179,50699,17
40,146,36939,13
40,181,50592,17
40,146,37518,13
40,147,37336,13
40,147,37348,13
40,176,50894,17
40,177,47467,17
40,146,36865,13
40,146,36167,13
40,176,49372,17
40,180,49930,17
40,147,36875,13
40,147,36917,13
40,180,50501,17
40,181,48425,17
40,177,50612,17
40,181,49090,17
40,176,50902,17
40,176,50588,17
40,180,50708,17
40,181,50126,17
41,156,42274,16
41,156,41286,16
41,155,41755,16
41,155,42431,16
41,156,41221,16
41,155,41154,16
41,156,41400,16
41,155,41598,16
41,156,41891,16
42,157,41362,16
42,158,41761,16
42,157,42228,16
42,158,42519,16
42,157,43165,16
42,157,43244,16
42,158,42505,16
42,158,41976,16
42,158,43048,16
42,158,41768,16
42,157,42990,16
42,158,43251,16
43,159,42449,16
43,159,41831,16
43,160,42530,16
43,159,41734,16
43,159,43141,16
43,160,41940,16
43,160,42766,16
43,159,42055,16
44,162,41883,16
44,162,42644,16
44,162,42371,16
44,162,42761,16
44,161,43112,16
44,161,41888,16
44,162,42430,16
44,162,41486,16
44,161,42894,16
44,162,42910,16
44,162,42985,16
44,161,41983,16
44,161,43032,16
44,162,42281,16
44,161,41020,16
44,161,42988,16
45,164,44680,16
45,163,44193,16
45,163,43984,16
45,163,44535,16
45,163,44563,16
45,164,44390,16
45,164,44190,16
45,163,44770,16
45,164,43331,16
45,163,44546,16
45,163,43607,16
45,164,44635,16
45,163,44253,16
45,164,44486,16
45,164,44381,16
45,164,44110,16
45,164,44831,16
46,168,45475,16
46,166,44660,16
46,168,43454,16
46,168,44297,16
46,168,43609,16
46,165,44078,16
46,165,45301,16
46,166,43444,16
46,166,44589,16
46,168,44783,16
46,165,44787,16
46,165,44856,16
46,169,44151,16
46,169,44864,16
46,169,43922,16
46,168,44143,16
46,169,44135,16
46,167,43787,16
46,168,44518,16
46,165,45163,16
46,165,43712,16
46,167,45384,16
46,166,45438,16
46,165,44466,16
46,169,43479,16
46,165,45341,16
46,169,44658,16
46,169,44075,16
46,166,44070,16
46,165,44817,16
46,168,44747,16
46,167,44009,16
46,165,44801,16
46,167,43463,16
46,166,44374,16
46,167,44100,16
46,169,44247,16
46,165,43346,16
46,165,43587,16
46,169,44257,16
46,167,44526,16
46,169,43944,16
46,168,44991,16
46,165,44725,16
46,168,44614,16
46,166,43388,16
46,168,43809,16
46,166,44892,16
46,169,43868,16
46,169,45228,16
46,166,45098,16
47,171,46134,4
47,170,45871,4
47,171,46944,4
47,171,45707,4
47,170,46742,4
47,171,46881,4
47,170,46171,4
47,171,46094,4
47,171,46526,4
48,172,48405,17
48,172,47748,17
48,172,47765,17
48,172,47605,17
48,172,48656,17
48,172,47366,17
49,182,48762,17
49,182,50599,17
49,183,50063,17
49,182,50020,17
49,183,47871,17
49,183,50874,17
49,182,49434,17
49,182,50780,17
49,182,50758,17
49,183,47963,17
49,182,50041,17
